,query,intent
4214,지금 배송 준비 중인데 내일까지 받는 걸로 알고 주문했는데 맞나요 ?,6
4215,17일 순차 발송으로 알고 있는데 배송조회는 왜 안 되는지 ?,6
4216,언제 배송되나요 ?,6
4217,방금 주문했는데 오늘 출고되지요 ?,6
4218,지금 주문하면 언제 배송받을수 있나요 ?,6
4219,출고는 언제 될까요 ?,6
4220,현재 CJ택배는 배송들이 지연되고 있는데 혹 주문할 시에 배송이 많이 늦어질까요 ?,6
4221,오늘 구매했는데 내일 배송되나요 ?,6
4222,아급하다 구했는데 진짜 미치겠네 언제 오나요 ?,6
4223,방금 결제했는데 언제 받을 수 있을까요 ?,6
4224,언제 배송되나요 ?,6
4225,언제 출고되나요 ?,6
4226,언제 배송되나요 ?,6
4227,언제쯤 받을 수 있나요 ?,6
4228,따로 작성 못했네요 .  오늘 배송 시작 맞죠 ?,6
4229,언제 출고되나요 ?,6
4230,언제 오나요 ?,6
4231,언제쯤 받을 수 있을까요 ?,6
4232,언제 배송되나요 ?,6
4233,5 . 6번 바로 출고되나요 ?,6
4234,배송 안 해줘요 ?,6
4235,언저쯤 도착 하나요 ?,6
4236,하루 면 도착할 줄 알았는데 지금도 한참 남았네 여 언제쯤 도착할까요 ?,6
4237,월요일에 발송해 주시는 건가요 ?,6
4238,혹시 오늘 출고되나요 ?,6
4239,언제 발송되나요 ?,6
4240,무작정 기다리란 말인가요 ?,6
4241,배송문의 방금 전에 주문했는데 언제 발송되나요 ?,6
4242,상품이 발송처리되었으나 아직 택배사로부터 배송 현황이 확인되지 않습니다 이렇게 뜨는데 출고는 된 거죠 ?,6
4243,11월 9일에 주문했어요 .  언제 받아볼 수 있나요 ?,6
4244,상품 언제 출발하나요 ?,6
4245,언제 받을 수 있는 건가요 ?,6
4246,언제쯤 받아볼 수 있을까요 ?,6
4247,이 상품 주문 다음날 주문한 건 이미 조회가 되는데 말이 죠 언제 받을 수 있을까요 ?,6
4248,언제 배송돼요 ?,6
4249,배송문의 어제 결제했는데 오늘 아직 배송 중이네요 언제쯤 배송이 되나요 ?,6
4250,언제 배송되나요 ?,6
4251,21일 주문했는데 아직까지 배송 준비 중이네요 언제 배송되나요 ?,6
4252,저번 주 금요일이면 21일인데 아직 없네요 블랙 캡형 언제 되는지요 ?,6
4253,11월 6일 오후 3시 이후 오움직임이 없어요 언제 오나요 ?,6
4254,언제 배송해주나요 ?,6
4255,빠른 배송 부탁합니다 .  언제쯤이면 받을수 있을까요 ?,6
4256,언제와요 ?,6
4257,16일 주문인데 넘늦는 거 아닌가요 ?,6
4258,도대체 언제 보내줄까요 ?,6
4259,어제 즉 23일 22시 이후로 택배 조회가 되지 않습니다 .  언제 도착 하나요 ?,6
4260,언제 배송될 가여 ?  제가 늦어도 월요일 오전까지는 받아야 되서요,6
4261,배송 출발 안 하나요 ?,6
4262,언제와요 ?,6
4263,배송은 언제 해 ? 장난 하나요 ?,6
4264,입금했어요 하자 없는 상품으로 부탁드려요 제품은 언제쯤 받을수 있나요 ?,6
4265,2 - 6일 걸린다고 안내받았는데요 이번 주에는 받아볼수 있니 ?,6
4266,배송문의요 홀레 1단계 오늘 주문했습니다 배송 어느 정도 예상하면 될까요 ?,6
4267,30일 발송 부탁드립니다 11월 4일 수거는 기사님이 가지러 오시는 거죠 ?,6
4268,금방 주문했는데 오늘 배송되겠죠 ?,6
4269,현지 출고되었나요 ?,6
4270,언제 출고될까요 ?,6
4271,까꿍별 투반도 2 어제 주문했는데 언제 배송되나요 ?,6
4272,언제 오나요 ?,6
4273,배송문의 4월 20일에 주문했는데 언제 배송되나요 ?,6
4274,언제 발송되나요 ?,6
4275,오늘 오후 2시 반에 주문했는데요오늘 배송 나간 거 맞죠 ?,6
4276,언제 오나요 ?,6
4277,이름 각인하는 거주문 후 바로 출고되나요 ?,6
4278,언제 출발하죠 ?,6
4279,5차 예약은 4월 중순쯤에 출고될까요 ?,6
4280,입금한지가 언잰대 아직 배송도 안 하고 뭐 합니까 ?,6
4281,혹시 언제쯤 받을 수 있을까요 ?,6
4282,배송이요 어 제주문했는데 아직 배송이 안 됐네요 토요일까지는 받았으면 하는데 언제쯤 배송이 될까요 ?,6
4283,분유가 한 통 밖에 남지 않아 문의 드려요 언제 발송언제 배송받을 수 있을까요 ?,6
4284,수요일 도착인데 왜 안 왔을까요 ?,6
4285,월요일 출고 가능한가요 ?,6
4286,3544배송은 오늘 주문하면 언제 받을 수 있나요 ?,6
4287,왜 계속 배송 준비 중인가요 ?,6
4288,일요일 주문했는데 아직 준비 중이네요 언제 배송될까요 ?,6
4289,오늘 출고하신다고 안 하셨나요 왜 아직도 준비 중인가요 ?,6
4290,오늘 주문하믄수원인데 .  금요일일까지 받을수 없나요 ?,6
4291,계속 배송 중 ? 도 대체 언제 받을 수 있나여 ?,6
4292,주문하면 오늘 발송되나요 ?,6
4293,"오후 2시 이전 주문건은 당일 발송인 줄 알고 주문했는데 ,  오늘 발송 안된 건가요 ?",6
4294,압타 밀어드밴스 프로 누트라 1단계 1주 지연으로 떠 있는데 오늘 주문하면 대략 언제쯤 받아볼 수 있을까요 ?,6
4295,늦은 배송대 박 급하게 시켰는데 무슨 한 자리에서 이틀 3일을 있는 건지요 ?,6
4296,혹은 설 연휴 이후 ?,6
4297,계 좌번호 문자로 보냈는데 아직 두 입금을 안 하셨는데요 당연히 될 줄 알고 확인 안 했는데 어쩜 ?,6
4298,배송문의 내일까지 꼭 받아야 되는데 오늘 주문했거든요 오늘 출고되나요 ?,6
4299,배송이 언제쯤 되나용 ?,6
4300,17일 주문건 배송언제 되는 건가요 ?,6
4301,플러스 주문했는데 배송 언제 될까여 ?,6
4302,배송이 27일 집화처리 이후 멈춰 있는데 보낸 건가요 ?,6
4303,크리스마스 선물로 샀는데 콩순이 바른 생활교환해주신 데서 보냈는데 대체물건은 언제 오는 건가요 ?,6
4304,열흘이 지났는데 언제 배송되는 건가요 ?,6
4305,오늘 주문하면 배송 얼마나 걸리나요 ?,6
4306,혹시 오늘 배송이 되나요 ?,6
4307,CJ택배 배송 시작되서 다른 상품 주문한 거는 받았는데 이건 언제 배송 시작되나요 ?,6
4308,점퍼루오늘 주문하면 언제쯤 받을 수 있을까요 ?,6
4309,배송 언제 될까요주문했는데요 아이 어린이집에 입혀 보내야 해서요 받고 드라이크리닝 맡기고 찾고 할라믄 최소 수요일 날은 받아야 하는데 가능할까요 ?,6
4310,4 - 7일 일괄 배송이면 7일 저녁부터 이동경로 떠야 하는데 왜 8일인데도 그대로인 가요 ?,6
4311,오늘 배송되는 거 맞나요 ?,6
4312,두 달 두 달 정도 쓸려고 하는데 주문하면 언제쯤 받을 수 잇나요 ?,6
4313,주문했는데 혹시 언제쯤 받을 수 있나요 ?,6
4314,언제 배송되나요 제가 어제 오전에 주문 햇는데 정상 출고면 오늘 와야 하는 거 아닌가요 ?,6
4315,오늘 주문해서 세시전에 입금까지 다 햇는데 그럼 내일 받을 수 있는 건가요 ?,6
4316,방금 결제했습니다 오늘 발송되나요 ?,6
4317,배송문의요 언제쯤 도착 하나요 ?,6
4318,언제 출고되나요 ?,6
4319,오늘 주문하면 오늘 발송되나요 ?,6
4320,배송 언제 될까요 ?,6
4321,요즘 다른 상품 주문 시 여러 개 주문하면 수량이 빠져서 오는 경우가 좀 있어서 문의 남깁니다 .  배송언제 되나요 ?,6
4322,언제쯤 배송이 됩니까 ?,6
4323,오늘 오후 3시에 입금하면 배송 날자가 어떻게 되나요 ?,6
4324,배송 언제쯤 되나요 ?,6
4325,무슨 전화가 계속 통화 중 배송 언제 될까요 ?,6
4326,도대체 언제 오는 겁니까 ?,6
4327,언제 도착 하나요 ?,6
4328,오늘 주문하면 2주 걸리는 건가요 ?,6
4329,발송되었나요 ?,6
4330,오늘 발송 하나요 ?,6
4331,배송 언제 되나요 배송 언제쯤 되나요 ?,6
4332,목요일에 받을수 있음 ?,6
4333,나머지는 언제 보내주실 건가요 ?,6
4334,주문이 안 됬다고 떠서 다시 주문했네요 #이름#이라는 이름으로 주문했는데 언제쯤 옵니까 ?,6
4335,최근 상품으로 파손 없게 안전 포장해서 잘 보내주세요 .  언제 발송될까요 ?,6
4336,5/4일 도착 예정이면 한국에 들어오는 날짜인가요 ?,6
4337,금요일 배송이라고 뜨는데요 저희가 행사가 금요일이라 오전 중으로 최대한 빨리 배송 가능할까요 ?,6
4338,당일 출고된다고 해서 대여했는데 사과 한마디 없이 문자만 목금 중에 출고된다고 하더니 지금 금요일이고 5시 넘어서 발송됐는지 문자 드렸는데 답변도 없네요 ?,6
4339,언제 배송되나요 ?,6
4340,CJ파업인데 표시된 배송 예정일 안에 올수 있는 건가요 ?,6
4341,오늘 주문 시 배송 언제 받을 수 있을까요 ?,6
4342,오늘 보냈나요 ?,6
4343,상품 언제 배송되쥬 ?,6
4344,칫솔주문했는데 언제 올까요 ?,6
4345,카드결제 때문에 그러는데 월요일에 몇 시까지 주문하면 당일에 보내주나요 ?,6
4346,언제 배송되나요 ?,6
4347,앞서 문의하고 내일 발송된다는 말에 기다리고 잇는 데 배송 확인이 안 되네요 얼마나 더 기다릴까요 ?,6
4348,23일 주문햇습니다 .  24일 출고는 되겟죠 ?,6
4349,지금 배송 중 좀 아까 입금 햇고 현재 배송 중 떳는데 오늘 안으로 받아볼 수도 잇나요 ?,6
4350,전화가 없으셔서요 혹시 언제쯤 전화를 주시나요 ?,6
4351,언제 발송되나요 ?,6
4352,임의 적인 날짜라고 밑에 답변들에 말씀하셨는데 지금쯤엔 수급이 되셨나요 ?,6
4353,오늘 오전에 주문하면 언제 배송되쥬 ?,6
4354,먼저 주문한 게 바지가 많이 길어서 급하게 재주문했는데 오늘 출고해 주시는 거지요 ?,6
4355,방금 주문했는데 출고 언제쯤 될까요 ?,6
4356,물건을 혹금요일 오전까지는 받을 수 있을까요 ?,6
4357,지금 구매했는데 .  31일 .  내일 발송되나유 ?,6
4358,27일에 주문해서 오늘 보니 배송 시작이라 해서 배송조회 위해 운송장 등록하려는 데 잘못된 번호라나오는데 배송 시작된 건가요 ?,6
4359,제가 월요일 아침에 필요한데 배송 언제 될까요 ?,6
4360,배송은 얼마나 걸리나요 ?,6
4361,옷이 이 뻐서 두번째 구입인데 어제 도착이라 하는데 도착안햇는데 언제쯤 받아볼수 잇나여 ?,6
4362,프레주문하면 배송 얼마나 걸릴까요 ?,6
4363,배송 안 된 것 같아 취소했는데 배송 중인 건가요 ?,6
4364,언제 받을 수 있나요 ?,6
4365,이거 언제 출고되나요 ?,6
4366,8월 9일에 발송 예정이라고 해서 구입한 건데 오늘 보니까 9월 4일 날 배송된다고 나오네요 뭐 이렇게 늦죠 ?,6
4367,언제쯤 배송되는지요 28일 밤에 주문했는데 언제쯤 받아볼 수 있나요 ?,6
4368,배송은 언제 될까요 ?,6
4369,4일째 조회해도 그대로 택배 예약 상태인데요 ?,6
4370,언제 배송되나요 ?,6
4371,엇오늘 주문하면 다음주 언제 받나요 ?,6
4372,배송이 언제쯤 시작될까요 ?,6
4373,배송 어제 2시까지 주문건은 바로 배송된다고 써 있던 덕왜 아직 결재 완료인 거죠 ?,6
4374,계속 배송 준비 중인데 언제 배송 하나요 ?,6
4375,언제 발송하나요 ?,6
4376,어제 새벽 이후로 움직임이 없는데 어떻게 된 건가요 ?,6
4377,배송 안 하실 껀가요 ?,6
4378,왜 계속 배송이 예약 접수 상태인 거죠 ?,6
4379,아니 6번 상품 10월 이후라면서요 제가 받은 건 뭐죠 ?,6
4380,배송 언제 될까요 ?,6
4381,목요일 오전에 주문하였는데 언제 배송될까요 ?,6
4382,어제 주문했는데 언제쯤 발송될까요 ?,6
4383,반품하자니 배송비 육천원이나 부담인 듯하고 이렇게 장사해도 되나여 ?,6
4384,언제 오나요 ?,6
4385,언제 배송되나요 ?,6
4386,배송 언제 되나요 ?,6
4387,금요일 오전 주문하면 토요일에 받을수 있나요 ?,6
4388,언제 배송되나요 ?,6
4389,아직 도착안 했는데 상품 잘못 눌러 구매 확정되버려요기다리면 되나요 ?,6
4390,배송 중에 멈춰 있는데 언제 올까요 ?,6
4391,저번 주에 주문했는데 배송 언제 되나요 ?,6
4392,배송 언제 되나요 ?,6
4393,배송 왜 케느려요 ?,6
4394,배송이 언제 오나요 ?,6
4395,오늘 주문했는데 배송 언제 될까요 ?,6
4396,배송 언제 오는 건가요 ?,6
4397,배송 언제 되요 ?,6
4398,아니어제부터 충남 아산이예요 ?,6
4399,답변 주신 데로 다음 주 월요일에는 발송되는 건가요 ?,6
4400,지난 주 목요일에 구매신청을 했는데 아직까지 준비 중이라서요후기 보기까 좀 늦는 거는 알겠는데 보통 일주일이면 받는다고들 하시는 것 같은데 언제쯤 상품을 받아볼 수 있을까요 ?,6
4401,"5월 5일 주문했습니다 .  아직 재고확인 중으로 나오는데 ,  언제 배송되나요 ?",6
4402,7 . 30에 주문했는데 언제 받을 수 있나요 ?,6
4403,언제 배송되나요 ?,6
4404,구매했는데 배송 20일 이후에 오는 건가요 ?,6
4405,언제 오냐고요 ?,6
4406,지난주 토요일인가결재해서 바로 올 줄 알았는데 왜 안 오는 건가요 ?,6
4407,지금 바로 주문하면 언제 받을 수 있을까요 ?,6
4408,11월 1일 주문했는데 왜 이리안 오죠 ?,6
4409,언제쯤 받아볼 수 있을까요 ?,6
4410,4/10 도착 예정인데 .  아직도 착하지 않았는데 언제 도착 하겠죠 ?,6
4411,배송이 언제 되나요 ?,6
4412,6월 1일에 구매했고 포토 상품평 써놓았는데 사은품은 언제 배송되나요 ?,6
4413,언제 출발하나요 ?,6
4414,방금 주문했는데 발송언제 되나요 ?,6
4415,송장번호가 뜨지 않고 아직까지 결제 완료 페이지에 머물러 있네요 .  저희가 주문한 상품 출고되었나요 ?,6
4416,지금 주문하면 언제 받을 수 있나요 ?,6
4417,언제 배송되나요 ?,6
4418,앱솔루트 명작 1단계 오늘 결제하면 언제쯤 받아볼 수 있을까요 ?,6
4419,언제 배송될까요 ?,6
4420,배송 문제 때문에 말 많은데 설 연휴 끝난 지가 언젠데 아직까지 그때 일 처리 못해서 질질 끌고 지금 주문한 사람들 배송 문제까지 밀리게 만드는 건가요 ?,6
4421,30개에 휴대용 물티슈 4개가 아직인 겁니다 .  언제쯤 오나요 ?,6
4422,지금 주문 및 입금 완료 시 내 일 받을 수 있는지요 ?,6
4423,도대체 언제 배송되는 건가요 ?,6
4424,이틀 전에 주문했는데 언제 받나요 ?,6
4425,15일에 시켰는데 언제 받을 수 있어요 ?,6
4426,배송 언제까지 기다려야 하죠 ?,6
4427,배송이 너무 늦어 지내요 어떻게 된 건가요 ?,6
4428,언제 출고가 될까요 ?,6
4429,지금 신청하면 언제 받아볼 수 있나요 ?,6
4430,상품은 언제 받을 수 있나요 ?,6
4431,오늘 출고되나요 ?,6
4432,힙 분유 8개요 .  아직 배송 현황이 안 보이는데 언제쯤 받을 수 있나요 ?,6
4433,배송배송 언제 되나요 ?,6
4434,사장님 #이름# 이름으로 주문했는데요 곧 발송되는 건가요 ?,6
4435,배송 안 하나요 ?,6
4436,언제 받아볼 수 있을까요 ?,6
4437,언제 배송될까요 ?,6
4438,그날은 받을수 있을까요 ?,6
4439,아니 물건이 도대체 언제 도착해요 ?,6
4440,언제 발송되나요 ?,6
4441,배송 언제 되나요 ?,6
4442,언제 발송됩니까 ?,6
4443,다용도 매트 언제 받아볼 수 있나요 ?,6
4444,선물할 건데 목요일까지 받아야 되는데 언제 오나요 ?,6
4445,배송은 언제쯤 아직 배송 준비도 안 돼 있더라고요 언제 배송돼 나요 ?,6
4446,9월 19일에 물티슈 주문했는데 계속 배송 중입니다 언제 도착 하져 ?,6
4447,언제 배송해 주시나요 ?,6
4448,오늘 발송 하나요 ?,6
4449,오늘 오후 2시 이전 아슬아슬하게 주문했는데 당일 발송되나요 ?,6
4450,배송조회가 안 되네요 아직 발송 안 되었나요 ?,6
4451,배송 언제 될까요 ?,6
4452,당일 발송 가능할까요 ?,6
4453,언제 받을수 있을까요 ?,6
4454,언제 배송 오나요 ?,6
4455,몇일 전 배송문의들였을 때 익일 금주 배송 완료라고 하셨는데 배송이 안 된 거 같내요 .  이번 주는 받을 수 있는 건가요 ?,6
4456,택배 도착한 날부터 한 달 시작인가요 ?,6
4457,언제 배송되요 ?,6
4458,기저귀 엄청급해여 오늘 오전에 주문했는데 오늘 출고되죠 ?,6
4459,배송 언제 되나요 ?,6
4460,배송 언제 시작 하나요 ?,6
4461,오늘 주문했는데 내일이면 받을 수 있는 거죠 ?,6
